type,encoded_text,scheme,num_of_chars,contains_bit_only,contains_decimal_only,contains_hex_only,contains_alpha_only,contains_upper_case_only,contains_lower_case_only,contains_mixed_upper_lower_case,contains_equal,contains_slash,contains_dot,contains_colon,contains_special_chars
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$JgSgVGotZYwxZsx5by0l5A$Xe3SUh/oKE6zCMuLHc7V6NARps4dMj5ammhrKFv438o",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$n3lEfJTqAj8kEqWKQ.NSKe6dMwXe5kuRS1a3zMbYMcH9x.9YXzSUC,None,67,0,0,0,0,0,0,1,0,0,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$rRgNKXCiNOYv.pc2zLxnyOjJhjizSCvbSgIKOHNWK23/wpvcMR/Ra,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$0f$0f/7.ebEUdJKs,None,22,0,0,0,0,0,0,1,0,1,1,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$VG8ZsX2gtmZx$Rwhx28aHHPyMFC052nSwMof99YU=,None,60,0,0,0,0,0,0,1,1,0,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$GYHtDCTJ8dIw$kRaYAvbWqKgl6+57ZSosyyKmpTjodr2j9pLPO+erYVo=,None,77,0,0,0,0,0,0,1,1,0,0,0,1
Django salted MD5,md5$QJ6xZgwLBDjJ$f7db6e8342887f1dc40f82ddb658e089,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$Xwtbs4bIQ7qt$1269d82d7c4fbc1653eec22ab61c6fbf250a26ed,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.15624CA9758ED15A6BAD1562CCD91BC3983386D05A0B8150AA95F2BE374648E99DD3BA17626C2DA5D47A4F89310620E4FC1F4328851042E8BDB7D63AC7782FE5.44FF99AFF8EC10C8B496E57A8B8E2B838787A5FAEAE314C970F20733DB3EE511598B83B8F633EE7AF135F7764759DB641CF3AF46C9758A8BC6F9AD2CE3197A5D,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,313233343536,None,12,0,1,1,0,0,0,0,0,0,0,0,0
HMAC-SHA1,746e48d3ce1820e1a9ef9e8527f3826ac7c83f7a,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,4a83854cf6f0112b4295bddd535a9b3fbe54a3f90e853b59d42e4bed553c55a4,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,a100d4fbc2ef9b9e1afc6d18acfcf06d45d7446379b9beab98f2c462ba0abf89708e15d73d52604ebb0c252f262b979145a638446e8481b6dff474a42604056c,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,0811eedf8207e4d497dc45ba964d58ada516bfea1e72efb8721efca8,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,c888c9ce9e098d5864d3ded6ebcc140a12142263bace3a23a36f9905f12bd64a,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,b306d3569477576ab9c8a9d69b514df7acc89f4617d98af67fd04530b9937241a8a94f25ab5d114192c82cfedc2ce545,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,808d63ba47fcef6a7c52ec47cb63eb1b747a9d527a77385fc05c8a5ce8007586265d003b4130f6b0c8f3bb2ad89965a5da07289ba5d1e35321e160bea4f766f8,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}4QrcOUm6Wau+VuBX8g+IPg==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}JSgXbDZPwq8WgNvjQZp4+M+5d+4=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}+5U1BSeSeu7mbe1UQHfMc5AAD/8jpNTa,{SSHA},38,0,0,0,0,0,0,1,0,1,0,0,1
LDAP salted SHA256,{SSHA256}G/4ZnNblIvY/1gPksuFIuFmnIm3FZMA3hvkuDNFrf5xrbe19r5Vyzg==,{SSHA256},65,0,0,0,0,0,0,1,1,1,0,0,1
LDAP salted SHA512,{SSHA512}yilcaZY9dn62hjSAircEdCvaBIDu6RkabEAFvAxiwoORV1g2QxsoZWPuel8yWpJvqMgC+4opqDigh0+f3jPyofnf2xvj3Ns7,{SSHA512},105,0,0,0,0,0,0,1,0,0,0,0,1
LDAP SHA1,{SHA}fEqNCco3Yq9h5ZUglD3CZJT4lBs=,{SHA},33,0,0,0,0,0,0,1,1,0,0,0,1
LM,44efce164ab921caaad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,585028aa0f794af812ee3be8804eb14a,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,e10adc3949ba59abbe56e057f20f883e,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$ijzpFyoa$8Q0TMPHZVyt1w.pYqin2./,$1$,34,0,0,0,0,0,0,1,0,1,1,0,1
MSSQL 2000,0x01006E4D692D529AEEB0750EBCC73C45630A8B2AA8A6F4E093BD529AEEB0750EBCC73C45630A8B2AA8A6F4E093BD,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x0100382704201C49D96DF54A9AD050CF19C0AB0C53D6D3F0D0D7,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,565491d704013245,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*6BB4837EB74329105EE4568DDA7DC67ED2CA2AD9,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,32ed87bdb5fdc5e9cba88547376818d4,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,B045F3278A50474A,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:BC4E7A28252D6DFE3358B67C0C0C297D51B6D3E1CDAC9827217B0AD3676C,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,549d84e27904972e53eb78686afafe3c97b380b8dd562a3c9f2eedb488a2fe98,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,b5e449e25687512445d0d2e5fbbebc77643e634f06bff10a3a6cea63bdc971e5cc236212218ab98f60fbfeee71ed4434d00536eb07971b72bb56fe371d50993a,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$H1puMlBKjADkiHw2vop3NvVqrkFW8P.,$P$,34,0,0,0,0,0,0,1,0,0,1,0,1
PostgreSQL MD5,md5ad42c83ac4d3b86de14f207c46a0df0e,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,123456,None,6,0,1,1,0,0,0,0,0,0,0,0,0
ROT47,`abcde,None,6,0,0,0,0,0,1,0,0,0,0,0,1
SCRAM,"$scram$100000$TElpLeWcU8rZe6/1$sha-1=5RBbkYDjcqoLflqTSCQUkDwROVU,sha-256=ioufjRkQ/0ZHYsRmLex7lSlO4wOKyWkmDW1O4i8ymPo,sha-512=dLBkEDv8JQHjbYEcF/UlHclAUosoxRR5029ADZWx7A2xQy9p07m0otL4jjb1YZDUeSQg0iIvHyaXFT3qxHsewA",$scram$,211,0,0,0,0,0,0,1,1,1,0,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$WiuFcC7l3FurldJaq3VOSQ$+hbB3XfIkt4ldxqcAqZCpdJa2CVke00zYC29J0M8uNY",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,7c4a8d09ca3762af61e59520943dc26494f8941b,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$jyCI7rcL$GMBofXyzieUL9a2Sv.euelRoE94p,$sha1$,50,0,0,0,0,0,0,1,0,0,1,0,1
SHA224,f8cdb04495ded47615258f9dc6a3f4707fd2405434fefc3cbf4ef4e6,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,8d969eef6ecad3c29a3a629280e686cf0c3f5d5a86aff3ca12020c923adc6c92,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$BI0fhA9nQ5JEJY9V$kKmJWa5VymbfvWlB.Wkd0PV13CC9t0qSf3XYvPg9rB6,$5$,77,0,0,0,0,0,0,1,1,0,1,0,1
SHA384,0a989ebc4a77b56a6e2bb7b19d995d185ce44090c13e2984b7ecc6d446d4b61ea9991b76a4c2f04b1b4d244841449454,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,ba3253876aed6bc22d4a6ff53d8406c6ad864195ed144ab5c87621b6c233b548baeae6956df346ec8c17f5ea10f35ee3cbc514797ed7ddd3145464e2a0bab413,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$cyb1KiPpvIco577c$1upmmiMF/zYjr0HUFdPcyyFgBhIfV9BAv8/VqnNRp/.0onVsQdRjoNdO8yWFUnavEcjEr.jLWKFE.gL5x9.rV1,$6$,120,0,0,0,0,0,0,1,1,1,1,0,1
SHA3-224,6be790258b73da9441099c4cb6aeec1f0c883152dd74e7581b70a648,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,d7190eb194ff9494625514b6d178c87f99c5973e28c398969d2233f2960a573e,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,1fb0da774034ba308fbe02f3e90dc004191df7aec3758b6be8451d09f1ff7ec18765f96e71faff637925c6be1d65f1cd,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,64d09d9930c8ecf79e513167a588cb75439b762ce8f9b22ea59765f32aa74ca19d2f1e97dc922a3d4954594a05062917fb24d1f8e72f2ed02a58ed7534f94d27,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$5ckmY8IQ$uZHdh1IMskSnLszPMlkdH/,$apr1$,37,0,0,0,0,0,0,1,0,1,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$FiIEwNg7R6g15jxnLGUsJQ$MQrQIeurcu2al4GGDqWtKYgqkvLsMkUKOHVzoKl7I3A",$argon2id$,97,0,0,0,0,0,0,1,1,0,0,0,1
Atbash,nrxszvo,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}8p7TGsMYA+Ccs1YqBQDAWHXt0twFZsfm2UIY4OXarBZ5KC4tr0GUPpTDhbZCwgPo,{PKCS5S2},73,0,0,0,0,0,0,1,0,0,0,0,1
Base32,NVUWG2DBMVWA====,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,bWljaGFlbA==,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$J9sb.prKBVEvokPa5a4q2OHZj3gSRebh6k.56chKT1J7ma9eHodIO,$2a$,60,0,0,0,0,0,0,1,0,0,1,0,1
BCrypt,$2b$12$43hUafpksnJ2.RN2IiHutOLo3TgqLC6jBYo0qtYntgIuTw0/K.jRy,$2b$,60,0,0,0,0,0,0,1,0,1,1,0,1
Binary,1101101110100111000111101000110000111001011101100,None,49,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,ff19bc3cfadb6646e9e0e16bc5615e0af54b965a01f4b80d9583d401ef919ad37bb5f55c7a57ee841032a19abca19f45d310b25f69692436d7ad6e11cf5a0984,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,486d9ad7d50e802bd36bd446bb25177913fbab5c93ef50099bdacfcc417dba3b,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.BVq1uMIb2vB6lx6,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,qmgleip,None,7,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,6maL2s9wd7DnV5SZ,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO-PIX MD5,6maL2s9wd7DnV5SZ,None,16,0,0,0,0,0,0,1,0,0,0,0,0
CISCO Type 7,13081E11030D0126,None,16,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,36955,None,5,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,3458457446,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,17510420890401244151,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,1091059910497101108,None,19,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,SyoilarKUVcio,None,13,0,0,0,1,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$1hpDKOX8n3OOMWYs5dy71w$K6N/0VyvbvCy7uMN6EQBkpk00eVawpOOalluwLGmmQI",None,102,0,0,0,0,0,0,1,1,1,0,0,1
Django BCrypt,bcrypt$$2b$12$d.KJo7omdIqSemhzxStsZOwWOfzELNSsgJTmnkh4.hLTMx/lGXj/q,None,67,0,0,0,0,0,0,1,0,1,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$GtVnK7rY56ydyvJuPop6bufrTX5y2k0hiBPtP8C4E3cRQ18ai.vSq,None,74,0,0,0,0,0,0,1,0,0,1,0,1
Django DES Crypt,crypt$HE$HERW5GBiFuF7w,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$B4Ig9r1kCFyC$JVS2xmn1w/kxnh6xcn3tQpY8Et8=,None,60,0,0,0,0,0,0,1,1,1,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$Gji0i2600mOP$CiqMGgBfhzfc/bcFeYkyT3luBIHuy/b4alccvH0jKOk=,None,77,0,0,0,0,0,0,1,1,1,0,0,1
Django salted MD5,md5$3FRcaFlXqqwm$3cd2ce526fc0663b5f2b20ea11e5050a,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$58zl44xn5lvs$ce1061abf3a0369905c396e7a0a6d0ef1ba46fc3,None,58,0,0,0,0,0,1,0,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.B2564AA9B5B6F65EABD51A0360CCD97BEFFDFF3FC7780FC1780F41280520642CE59C931262AC154248A9558AD1BA570AA1F43EE7FC7F4F29C5D85BAB352604E0.0F68AD4D7EF2DF3D9DE9C85071A323042CD3E84AF6167655909BB44A3F102EB70560C355FCA6AE9B740A97B212E78A0073F0DF8E37D40F58E35EF27F6B8E0B82,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,6d69636861656c,None,14,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,349d8e8babfafcbfd8a303c438cf3dc38d6dd1f8,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,5ad9a9297a95594e7586ed3652fc1efc2500ba96b2c0bac04e3c33573af51b6b,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,9092087045006fde45847892b09ffe065bc0aa5a8c83a1d544a0f839f09af3759615fe5ca09f5205aaeb6fa3c0d5a1a287a27943e931e1885b86408c93cd95db,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,120a72ba74f7356c8efae2e9f9aebed094aee92759bc50d758fc5b58,None,56,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-256,93a1ddf66f95712b2a36e465c39fac5e1d9b86701c55ae2460b00f5e6d1f8d82,None,64,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-384,65a8f29f607fcb78a7c70a57ef2d601f15a7eacbee8d015bcf76a739d105b6c9e13cc7ef68ad3b7a1e5f29c7f176dd0f,None,96,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-512,3aec1ab19c92d8c9d722d2a238888acf16cb0a07741a5b6469569eb8336eef41e487f9079d24ca54d2f925ff09105a685682934feed6a4b40f854691b8e5d493,None,128,0,0,1,0,0,1,0,0,0,0,0,0
LDAP MD5,{MD5}Cs9FOaFLOqJ97rTL326Ynw==,{MD5},29,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted MD5,{SMD5}dsemVrbHR8qOB5brkAK96WjNubc=,{SMD5},34,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA1,{SSHA}PsIB1hRyCvfYo+lHM6ZNRKsDwFbeew9h,{SSHA},38,0,0,0,0,0,0,1,0,0,0,0,1
LDAP salted SHA256,{SSHA256}adzZ9kRTqH+m4eqpO8nX3szvu0B3px7ePskGk5G4vxbJmbNWCsE45w==,{SSHA256},65,0,0,0,0,0,0,1,1,0,0,0,1
LDAP salted SHA512,{SSHA512}wCvPv3hO58pTQQB7+vB+FyJlJswHsKHNfhkqrkItFuesnHb5CP8KANXv5pU7DLfX3vBAu9f6/vLLU8UKBoj8C/yfc+597/1/,{SSHA512},105,0,0,0,0,0,0,1,0,1,0,0,1
LDAP SHA1,{SHA}F7nhxkWIx/pkGbTSncH0QmJ5ugE=,{SHA},33,0,0,0,0,0,0,1,1,1,0,0,1
LM,8d8a0565bda42a96aad3b435b51404ee,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD4,8ab30fe90785fbdb7f2783c19e8a5e34,None,32,0,0,1,0,0,1,0,0,0,0,0,0
MD5,0acf4539a14b3aa27deeb4cbdf6e989f,None,32,0,0,1,0,0,1,0,0,0,0,0,0
md5crypt,$1$IBjUF8pI$JRUswLmM3s/mgPZMbXJBr.,$1$,34,0,0,0,0,0,0,1,0,1,1,0,1
MSSQL 2000,0x0100CA79EF3D439B79EE533FF094DF4D61D27526CD15C16D8EA9678010CBB2AD20EA8B76E99121FEC30AAD193445,None,94,0,0,0,0,0,0,1,0,0,0,0,0
MSSQL 2005,0x01000F0160EC089900A4B63D76BA94985419DBC2A6A0F7539DC5,None,54,0,0,0,0,0,0,1,0,0,0,0,0
MySQL 3.2.3,215b57f96990cf8a,None,16,0,0,1,0,0,1,0,0,0,0,0,0
MySQL 4.1,*DB1B792EC6DAE393BAE7AD832D3AF207C12E9A00,None,41,0,0,0,0,1,0,0,0,0,0,0,1
NTLM,bb53a477af18526ada697ce2e51f76b3,None,32,0,0,1,0,0,1,0,0,0,0,0,0
Oracle 10g,BC4A2E27799C0EA2,None,16,0,0,1,0,1,0,0,0,0,0,0,0
Oracle 11g,S:97DEDA03BDD2ED77CC0FE2A30C2E5EC6DE28541564ABB821FCE5C30498E6,None,62,0,0,0,0,1,0,0,0,0,0,1,1
PBKDF2-HMAC-SHA256,e44e900bcf0d5822bc9f31819707847a5c7b01ea8543952e7f737f9d42c87fde,None,64,0,0,1,0,0,1,0,0,0,0,0,0
PBKDF2-HMAC-SHA512,ead5ca4c78826c1408453118dc3be9d4fcbb4b5f84a947b463875e1fcb7746331d0863615ffa53fef7644ffc468afcdf9ac83bc4d2d539f3ab91a0c476872d97,None,128,0,0,1,0,0,1,0,0,0,0,0,0
PHPass,$P$HtTQEPvDDxSNh3BCO94pdbAiVpDxSp0,$P$,34,0,0,0,0,0,0,1,0,0,0,0,1
PostgreSQL MD5,md59481b6f99ceadd88cb929e9d4a9bca8d,None,35,0,0,0,0,0,1,0,0,0,0,0,0
ROT13,zvpunry,None,7,0,0,0,1,0,1,0,0,0,0,0,0
ROT47,>:4926=,None,7,0,0,0,0,0,0,0,1,0,0,1,1
SCRAM,"$scram$100000$0vpfSwlhLMX4n7MW$sha-1=7Mp0kJvowWAXUtU8W0U6oaF9nSA,sha-256=CxYRhGwo9jGWzFb41vl8tvXeozupeELVVZH.fiMfgdY,sha-512=nwT1D3EXObjCmW6QEJ9oBajB4njyAPP7zxxsYQJtcPKpqpgKzJk62iGepVnuJp01ppo.sjY12sHCsYBji.L9kw",$scram$,211,0,0,0,0,0,0,1,1,0,1,0,1
scrypt,"$scrypt$ln=16,r=8,p=1$ZOxday3lnLNWqlVKKeX8Pw$ftLYOT3kzSDeCUuGXV2iEy+UEHzCaDsGP6GZFaItO8E",$scrypt$,88,0,0,0,0,0,0,1,1,0,0,0,1
SHA1,17b9e1c64588c7fa6419b4d29dc1f4426279ba01,None,40,0,0,1,0,0,1,0,0,0,0,0,0
sha1crypt,$sha1$480000$ouQefjMJ$vPUr7Y6z85RWRcFZkH3ZjQJcSHRq,$sha1$,50,0,0,0,0,0,0,1,0,0,0,0,1
SHA224,e0acbfeee1e118a26a026dc6496838c8340fc9601ac29e1f45d05c80,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA256,34550715062af006ac4fab288de67ecb44793c3a05c475227241535f6ef7a81b,None,64,0,0,1,0,0,1,0,0,0,0,0,0
sha256crypt,$5$rounds=535000$Ufl9/uSoHoEKTRsb$e.xWeZIOv6qScAXWXlzSCj.6o8qTT8V71NGtoaviobC,$5$,77,0,0,0,0,0,0,1,1,1,1,0,1
SHA384,cca73b394d94bdb9b110aaa0a3f4205e0c5f46352d76f7edcd4487428b36e9a58b0776dc5ed957a19bd19d289b02615a,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA512,34e1fd6820ce1e79fbbdaae3fc708b634ab1d9765c215b7cd88d4c0c750e87b8c1d478b6112d95ae7bd165f9f73d165263ef7fcee357b48c6bc1f6b591f94ab8,None,128,0,0,1,0,0,1,0,0,0,0,0,0
sha512crypt,$6$rounds=656000$sFIEJX3mAX1JuCgU$U8bO.V2DVDfxJlXNyb.AvSB1l2cTgdx0tdocueq1zk5CgQaezxIgkNxYgmCOk67Rw9iFMSR3dYMGZORkzXgxd1,$6$,120,0,0,0,0,0,0,1,1,0,1,0,1
SHA3-224,9a6e7723556f44ccae00b182ac334b3e7e937f298c32e62549416c7d,None,56,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-256,216d6e0af1fb6973f20ece9de878acd2f28e2be4f52930e2f09e7fabf9cfd37d,None,64,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-384,099accfd11c7c8cf1e55c957a7f0737e0ca3f0004debf01018189d0f7addfc9bf6c555d265fd3d5cfe56adc00608cfd4,None,96,0,0,1,0,0,1,0,0,0,0,0,0
SHA3-512,7b8244abfa2e85eb395d2cf8a0c6969facf7f785453e47ae79b45e85c250d8d5417cc53ce23073ff1a383cfd87b04343598cd0c4a0363bbb956d36776f80e4e7,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Vigenere,wmarecv,None,7,0,0,0,1,0,1,0,0,0,0,0,0
Apache MD5 Crypt,$apr1$TVX//RyQ$b1CWoMxwb19yKcVzHTWdn/,$apr1$,37,0,0,0,0,0,0,1,0,1,0,0,1
Argon2,"$argon2id$v=19$m=65536,t=4,p=4$nHMuBeA8x1hrbQ0BoFRKyQ$sc/HBhponuHKwItlcvHQM2odz+Xb40fEL9H5vT7RnZI",$argon2id$,97,0,0,0,0,0,0,1,1,1,0,0,1
Atbash,kzhhdliw,None,8,0,0,0,1,0,1,0,0,0,0,0,0
Atlassian PBKDF2 SHA1,{PKCS5S2}i5ESYmxNyZlTCqH0fk/J2Y8OtFnPeTrdFkBsDxQgkUvw3L3Zrt7xnUaNUxc/bqdt,{PKCS5S2},73,0,0,0,0,0,0,1,0,1,0,0,1
Base32,OBQXG43XN5ZGI===,None,16,0,0,0,0,1,0,0,1,0,0,0,1
Base64,cGFzc3dvcmQ=,None,12,0,0,0,0,0,0,1,1,0,0,0,1
BCrypt,$2a$12$jA5aXJ57AF.SQh5qBQ8Eve2dgf9lVziNlDJFzyOt3Xfh67l7nVDKO,$2a$,60,0,0,0,0,0,0,1,0,0,1,0,1
BCrypt,$2b$12$SMSd1265mDmMVTsbB/PjNOKyBtZfW1Y5pzL6kzMYd9yD1j/XLvbTG,$2b$,60,0,0,0,0,0,0,1,0,1,0,0,1
Binary,11100001100001111001111100111110111110111111100101100100,None,56,1,1,1,0,0,0,0,0,0,0,0,0
BLAKE2b,7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8,None,128,0,0,1,0,0,1,0,0,0,0,0,0
BLAKE2s,4c81099df884bd6e14a639d648bccd808512e48af211ae4f44d545ea6d5e5f2b,None,64,0,0,1,0,0,1,0,0,0,0,0,0
BSDi Crypt,_7C/.N.VUER8lQXbK83I,None,20,0,0,0,0,0,0,1,0,1,1,0,1
Caesar,tewwasvh,None,8,0,0,0,1,0,1,0,0,0,0,0,0
CISCO-ASA MD5,NuLKvvWGg.x9HEKO,None,16,0,0,0,0,0,0,1,0,0,1,0,1
CISCO-PIX MD5,NuLKvvWGg.x9HEKO,None,16,0,0,0,0,0,0,1,0,0,1,0,1
CISCO Type 7,111918160405041E00,None,18,0,0,1,0,1,0,0,0,0,0,0,0
CRC-16,9540,None,4,0,1,1,0,0,0,0,0,0,0,0,0
CRC-32,1863109956,None,10,0,1,1,0,0,0,0,0,0,0,0,0
CRC-64,15387240610491251260,None,20,0,1,1,0,0,0,0,0,0,0,0,0
Decimal,11297115115119111114100,None,23,0,1,1,0,0,0,0,0,0,0,0,0
DES Crypt,iKXBrz5XqTOt6,None,13,0,0,0,0,0,0,1,0,0,0,0,0
Django Argon2,"argon2$argon2i$v=19$m=65536,t=3,p=4$LuV8r3XOmbN2bq21du6dsw$VW1Dal+90QRvYBRzAXnx+XWjLZx3hfYLHt06pOa6ax0",None,102,0,0,0,0,0,0,1,1,0,0,0,1
Django BCrypt,bcrypt$$2b$12$B.0ztV35nJqMxP8IfB/V4O1fu2WbdM3j/zEZa9elutx8M6e98xCvy,None,67,0,0,0,0,0,0,1,0,1,1,0,1
Django BCrypt SHA256,bcrypt_sha256$$2b$12$if2j6/ZltFS8pplPJc0dy.SXDB9PPibb46vTFopLPVPDIFL2MaRQe,None,74,0,0,0,0,0,0,1,0,1,1,0,1
Django DES Crypt,crypt$8j$8jHpCD5eXWF3k,None,22,0,0,0,0,0,0,1,0,0,0,0,1
Django PBKDF2 SHA1,pbkdf2_sha1$131000$6yqLaNhoRyvP$/aZmm7ePBd14IZfP7vt99g6BIyg=,None,60,0,0,0,0,0,0,1,1,1,0,0,1
Django PBKDF2 SHA256,pbkdf2_sha256$29000$eMMpDVTvwrhV$3a94UTVed33//T0uPL2A4Gy5wYPEvqtYrc0hNatDAZk=,None,77,0,0,0,0,0,0,1,1,1,0,0,1
Django salted MD5,md5$wYjJvIsPIwE5$c702c81ab784ac3c3fde5adb9ff9777d,None,49,0,0,0,0,0,0,1,0,0,0,0,1
Django salted SHA1,sha1$oEDU7SHiBxco$32cd141120dfaf8f9238e9793271ef392ebaebf5,None,58,0,0,0,0,0,0,1,0,0,0,0,1
Grub PBKDF2 SHA512,grub.pbkdf2.sha512.25000.4248A93586502AA5B4B676EEDDBBF75E4BC9D9BB3746480981704E694D09811042A8F51EC3D8FBFF3FA7F4FE5F0B8130E61C8330E6DC9B3346684D29E5BC3726.6FB4FA485273E31306A782A8B17F706FFD44349C3EF21C41887F0EDB5360F440B784AEF07BC6265DDBB852AD4FFCC3BEDBEA2E98C60A9681DE0A708399E1CCE6,None,282,0,0,0,0,0,0,1,0,0,1,0,1
Hex,70617373776f7264,None,16,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA1,a462b4d910544d3ffb39f3a64017f65e029b73fb,None,40,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA256,8c9a239e21f7bb939f8b570ae81daa50028d6a3d3250111e2d4cd269c2ab54bb,None,64,0,0,1,0,0,1,0,0,0,0,0,0
HMAC-SHA512,ae46ed1b06dd57eb684ff2561a191fa34b9626d2d56edd30d203e6842d58ba7b3fcf313edea05a284bbe7e6f8c8a21ad043a10f9183af16ffbdf91350f10d010,None,128,0,0,1,0,0,1,0,0,0,0,0,0
Keccak-224,12cfa398e1a905fe361713aa798b5a77655980cee83b4dd57ec8c595,None,56,0,0,1,0,0,1,0,0,0,0,0,0
